ID,グループ,施設名,郵便番号,所在地,緯度,経度,電話番号
3787,医療機関,藤野医院,773-0023,小松島市坂野町字平田18-2,,,
3788,医療機関,ふじの小児科クリニック,773-0023,小松島市坂野町字平田18-4,,,
3789,医療機関,藤野内科クリニック,770-8007,徳島市新浜本町3丁目6番6号,,,
3790,医療機関,藤本クリニック,771-0204,板野郡北島町鯛浜字西中野99-2,,,
3791,医療機関,布村医院,770-0816,徳島市助任本町4-1,,,
3792,医療機関,布村眼科医院,770-0816,徳島市助任本町4-1,,,
3793,医療機関,古川小児科内科医院,774-0011,阿南市領家町土倉17番地1,,,
3794,医療機関,古本内科クリニック,776-0010,吉野川市鴨島町鴨島406-5,,,
3795,医療機関,文化の森内科,770-8079,徳島市八万町大坪180番地,,,
3796,医療機関,文慶記念内科,779-3124,徳島市国府町中495-1,,,
3797,医療機関,ホウエツ病院,779-3602,美馬市脇町大字猪尻字八幡神社下南130番地3,,,
3798,医療機関,北條病院,778-0002,三好市池田町マチ2526-7,,,
3799,医療機関,ほとり内科,771-0131,徳島市川内町大松８０２−３,,,
3800,医療機関,堀口整形外科,771-0205,板野郡北島町江尻字松ノ本10-2,,,
3801,医療機関,ほり歯科医院,775-0004,海部郡牟岐町大字川長字天神前76,,,
3802,医療機関,ほり歯科クリニック,770-0064,徳島市不動西町1丁目559-5,,,
3803,医療機関,本田歯科クリニック,779-4401,美馬郡つるぎ町半田字中薮235-3,,,
3804,医療機関,前川歯科医院,775-0502,海部郡海陽町久保字松本119番地4,,,
3805,医療機関,前坂歯科医院,779-3303,吉野川市川島町桑村2369-7,,,
3806,医療機関,マキ歯科医院,770-0063,徳島市不動本町1丁目251番地,,,
3807,医療機関,マキ歯科新町診療所,770-0904,徳島市新町橋2-22,,,
3808,医療機関,正木整形・リハビリクリニック,770-8070,徳島市八万町大野115番地3,,,
3809,医療機関,マスカット内科循環器科クリニック,773-0006,小松島市横須町11番53号,,,
3810,医療機関,益崎胃腸科内科医院,779-1242,阿南市那賀川町赤池178-2,,,
3811,医療機関,増田クリニック,771-1251,板野郡藍住町矢上字原174-1,,,
3812,医療機関,益田歯科医院,770-8024,徳島市西須賀町下中須13番地の48,,,
3813,医療機関,枡富歯科医院,771-1201,板野郡藍住町奥野字西中須９４−１,,,
3814,医療機関,ますみクリニック,770-8012,徳島市大原町東千代ケ丸2-9,,,
3815,医療機関,松浦医院,779-4703,三好郡東みよし町中庄28,,,
3816,医療機関,まつうら歯科クリニック,776-0010,吉野川市鴨島町鴨島324番地1,,,
3817,医療機関,松浦歯科クリニック,779-4703,三好郡東みよし町中庄974番地4,,,
3818,医療機関,松浦耳鼻咽喉科,773-0001,小松島市小松島町字外開28-16,,,
3819,医療機関,松尾医院,779-1401,阿南市内原町長谷64番地1,,,
3820,医療機関,松岡歯科医院,779-3233,名西郡石井町石井字石井419-345,,,
3821,医療機関,まつき歯科医院,770-0004,徳島市南田宮一丁目３番４８号,,,
3822,医療機関,松?ｱ内科医院,774-0000,阿南市中大野町北傍示483番地1,,,
3823,医療機関,松茂内科,771-0212,板野郡松茂町中喜来字前原東四番越7番1,,,
3824,医療機関,松田内科,770-0005,徳島市南矢三町3-1-35,,,
3825,医療機関,松永医院,779-3402,吉野川市山川町宮北38,,,
3826,医療機関,松永病院,770-0045,徳島市南庄町4丁目63番地1,,,
3827,医療機関,松村歯科医院,770-0833,徳島市一番町3-18,,,
3828,医療機関,松村内科胃腸科,770-0012,徳島市北佐古二番町5番19号,,,
3829,医療機関,松村病院,771-0117,徳島市川内町鶴島162,,,
3830,医療機関,松本眼科,771-1705,阿波市阿波町高垣50,,,
3831,医療機関,まつもと歯科,776-0013,吉野川市鴨島町上下島440番地,,,
3832,医療機関,マツモト歯科医院,774-0021,阿南市津乃峯町東分114-7,,,
3833,医療機関,松本歯科クリニック,779-3403,吉野川市山川町前川213-58,,,
3834,医療機関,松本歯科小児矯正歯科医院,771-1211,板野郡藍住町徳命字元村115-1,,,
3835,医療機関,真鍋医院,770-0805,徳島市下助任町3丁目12-1,,,
3836,医療機関,まなべ歯科,779-3742,美馬市脇町字西赤谷208番地28,,,
3837,医療機関,美馬リハビリテーション病院,771-2103,美馬市美馬町字沼田75番地,,,
3838,医療機関,馬原医院,779-1510,阿南市新野町信里6-1,,,
3839,医療機関,まゆやまクリニック,770-0902,徳島市西新町４丁目２４−１,,,
3840,医療機関,美海クリニック,775-0004,海部郡牟岐町大字川長字山戸48番3,,,
3841,医療機関,三加茂田中病院,779-4701,三好郡東みよし町加茂1883-4,,,
3842,医療機関,三河眼科,770-0847,徳島市幸町3丁目34番地の1,,,
3843,医療機関,三河循環器科内科,770-0847,徳島市南内町一丁目４１番地,,,
3844,医療機関,三木眼科,770-0833,徳島市一番町1丁目7番地,,,
3845,医療機関,三木クリニック,771-0203,板野郡北島町中村字東堤ノ内16-1,,,
3846,医療機関,三木歯科,771-0144,徳島市川内町榎瀬784-1,,,
3847,医療機関,三木歯科医院,770-0943,徳島市中昭和町4丁目76-11,,,
3848,医療機関,みき歯科医院,771-1272,板野郡藍住町勝瑞字成長59-3第3愛日ハイツ105号,,,
3849,医療機関,三木達医院,770-0044,徳島市庄町5丁目7-1,,,
3850,医療機関,三木照久歯科,770-0046,徳島市鮎喰町1丁目15番地10,,,
3851,医療機関,三木内科,779-3124,徳島市国府町中105,,,
3852,医療機関,三木内科循環器クリニック,770-0027,徳島市佐古七番町5-1,,,
3853,医療機関,三木病院,771-2304,三好市三野町芝生1027番地,,,
3854,医療機関,みきゅう歯科,770-8024,徳島市西須賀町下中須83-15,,,
3855,医療機関,三木クリニック,779-3407,吉野川市山川町祇園41番5,,,
3856,医療機関,美郷診療所,779-3504,吉野川市美郷字毛無92-3,,,
3857,医療機関,三代内科循環器科,770-0047,徳島市名東町3-3-2,,,
3858,医療機関,水井医院,771-1270,板野郡藍住町勝瑞字西地93-4,,,
3859,医療機関,水谷クリニック,771-1402,阿波市吉野町西条字原市1-1,,,
3860,医療機関,水沼循環器呼吸器内科,770-0045,徳島市南庄町4丁目24-3,,,
3861,医療機関,水の都記念病院,770-0051,徳島市北島田町1丁目45番地2,,,
3862,医療機関,三谷内科,774-0030,阿南市富岡町東仲町313-2,,,
3863,医療機関,三ツ井歯科医院,770-0935,徳島市伊月町1丁目53番地,,,
3864,医療機関,緑ヶ丘病院,770-0047,徳島市名東町2-650-35,,,
3865,医療機関,みどり内科クリニック,770-0006,徳島市北矢三町3丁目3-27　グランドハイツ矢三1Ｆ,,,
3866,医療機関,水口歯科クリニック,770-0923,徳島市大道4丁目18-1,,,
3867,医療機関,みなと医院,770-8003,徳島市津田本町2-4-1,,,
3868,医療機関,南医院,770-0003,徳島市北田宮2丁目2-17,,,
3869,医療機関,美波町国民健康保険阿部診療所,779-2106,海部郡美波町阿部306番地の1,,,
3870,医療機関,美波町国民健康保険日和佐病院,779-2305,海部郡美波町奥河内字井ノ上20番地,,,
3871,医療機関,美波町国民健康保険由岐病院,779-2102,海部郡美波町港町字西1番地,,,
3872,医療機関,南徳島クリニック,773-0015,小松島市中田町字狭間47番地,,,
3873,医療機関,峯田病院,777-0005,美馬市穴吹町穴吹字井口128の2,,,
3874,医療機関,三野田中病院,771-2304,三好市三野町芝生1242-6,,,
3875,医療機関,三原歯科医院,770-0934,徳島市秋田町3丁目15番地,,,
3876,医療機関,美馬歯科医院,779-4101,美馬郡つるぎ町貞光字馬出60-7,,,
3877,医療機関,美馬市国民健康保険口山診療所,777-0006,美馬市穴吹町口山字調子野499番地9,,,
3878,医療機関,美馬市国民健康保険木屋平診療所,777-0302,美馬市木屋平字川井295,,,
3879,医療機関,美馬とし子レディースクリニック,770-0921,徳島市栄町2丁目15,,,
3880,医療機関,美馬内科クリニック,770-0812,徳島市大原町千代ヶ丸127-1,,,
3881,医療機関,美摩病院,776-0013,吉野川市鴨島町上下島497,,,
3882,医療機関,宮井歯科医院,770-0844,徳島市中通町3丁目8の1,,,
3883,医療機関,ミヤイ歯科医院,770-0813,徳島市中常三島町1-13,,,
3884,医療機関,宮井歯科クリニック,770-0844,徳島市中通町2-18-1,,,
3885,医療機関,宮井歯科昭和町診療所,770-0942,徳島市昭和町8丁目57-3,,,
3886,医療機関,宮内医院,778-0003,三好市池田町サラダ1673-1,,,
3887,医療機関,宮内クリニック,770-0047,徳島市名東町2丁目660番地の1,,,
3888,医療機関,宮岡医院,770-0932,徳島市仲之町2-30,,,
3889,医療機関,宮岡皮ふ科医院,770-0932,徳島市仲之町2丁目30番地,,,
3890,医療機関,三宅歯科医院,779-3601,美馬市脇町字拝原2569-2,,,
3891,医療機関,宮佐医院,778-0002,三好市池田町マチ2478番地1,,,
3892,医療機関,みやざき内科診療所,779-0114,板野郡板野町羅漢字前田56番3,,,
3893,医療機関,宮田歯科医院,770-0911,徳島市東船場町2-21-2阿波銀住友生命ビル4Ｆ,,,
3894,医療機関,宮本歯科,779-3233,名西郡石井町石井388-25,,,
3895,医療機関,宮本歯科クリニック,774-0005,阿南市向原町天羽畭85番地3,,,
3896,医療機関,宮本小児科,773-0022,小松島市大林町字宮ノ本113-1,,,
3897,医療機関,みやもと内科クリニック,770-0042,徳島市蔵本町3丁目26番地,,,
3898,医療機関,宮本内科明治橋診療所,779-1105,阿南市羽ノ浦町古庄大坪原42番地7,,,
3899,医療機関,宮本病院,779-1105,阿南市羽ノ浦町古庄古野神4番地14,,,
3900,医療機関,明神歯科医院,770-0938,徳島市明神町6丁目30-11,,,
3901,医療機関,名東内科,770-0047,徳島市名東町1-276-1,,,
3902,医療機関,三好歯科,779-3112,徳島市国府町芝原86-1,,,
3903,医療機関,三好市国民健康保険市立三野病院,771-2304,三好市三野町芝生1270-30,,,
3904,医療機関,三好市国民健康保険西祖谷山村診療所,778-0101,三好市西祖谷山村一宇368-9,,,
3905,医療機関,三好市国民健康保険東祖谷歯科診療所,778-0204,三好市東祖谷京上168番地の6,,,
3906,医療機関,三好内科,770-0804,徳島市中吉野町2-39,,,
3907,医療機関,ミント歯科クリニック,779-3223,名西郡石井町高川原字高川原1618-1,,,
3908,医療機関,牟岐診療所,775-0006,海部郡牟岐町大字中村字山田25-1,,,
3909,医療機関,椋本歯科医院,770-0807,徳島市中前川町4丁目12番地,,,
3910,医療機関,無歯科医地区等歯科巡回診療所,770-0003,徳島市北田宮1丁目8番65号,,,
3911,医療機関,村上医院,771-1701,阿波市阿波町大原77-5,,,
3912,医療機関,村上医院,779-1117,阿南市那賀川町島尻932-2,,,
3913,医療機関,村上外科胃腸科,772-0002,鳴門市撫養町斎田字北浜130,,,
3914,医療機関,村上歯科医院,771-0201,板野郡北島町北村字水神原42-1,,,
3915,医療機関,村上内科外科医院,779-1245,阿南市那賀川町中島482番地,,,
3916,医療機関,むらかみ内科循環器クリニック,779-1102,阿南市羽ノ浦町宮倉太田35-2,,,
3917,医療機関,村田歯科医院,770-0042,徳島市蔵本町1丁目12番地,,,
3918,医療機関,村田歯科医院相生診療所,771-5406,那賀郡那賀町延野字大原250-12,,,
3919,医療機関,村田整形外科医院,770-0046,徳島市鮎喰町2丁目96-3,,,
3920,医療機関,村山内科,778-0003,三好市池田町サラダ1795-1,,,
3921,医療機関,メイプルクリニック高橋産婦人科,770-0868,徳島市福島2丁目2-8,,,
3922,医療機関,元木医院,772-0003,鳴門市撫養町南浜字東浜592,,,
3923,医療機関,元木歯科クリニック,772-0001,鳴門市撫養町黒崎字松島399-1,,,
3924,医療機関,元木小児科,770-0864,徳島市大和町2丁目2-64,,,
3925,医療機関,森医院,779-3233,名西郡石井町石井字石井238-12,,,
3926,医療機関,森岡内科,770-0854,徳島市徳島本町２丁目31,,,
3927,医療機関,森岡病院,770-8070,徳島市八万町大野5-1,,,
3928,医療機関,盛眼科医院,770-0831,徳島市寺島本町西2丁目12番地,,,
3929,医療機関,森歯科医院,774-0014,阿南市学原町大深田27番地の20,,,
3930,医療機関,森歯科医院,771-1270,板野郡藍住町勝瑞字西勝地86,,,
3931,医療機関,モリ歯科診療所,774-0030,阿南市富岡町木松6-1,,,
3932,医療機関,森下医院,771-1705,阿波市阿波町北整理39-1,,,
3933,医療機関,森住内科医院,776-0003,吉野川市鴨島町内原48-1,,,
3934,医療機関,森整形外科,770-8054,徳島市山城西4丁目47番地,,,
3935,医療機関,盛デンタルオフィス,779-3121,徳島市国府町和田字居内27番地,,,
3936,医療機関,もりの医院,770-0942,徳島市昭和町2-71,,,
3937,医療機関,森本医院,771-1272,板野郡藍住町勝瑞字成長62番地,,,
3938,医療機関,森本整形外科,770-8003,徳島市津田本町4-2-31,,,
3939,医療機関,森本内科胃腸科,774-0030,阿南市富岡町あ石16番地1,,,
3940,医療機関,森本内科循環器科,772-0031,鳴門市大津町木津野字仲ノ越85-11,,,
3941,医療機関,モロタニ歯科,776-0001,吉野川市鴨島町牛島852-6,,,
3942,医療機関,保岡クリニック論田病院,770-8011,徳島市論田町大江6番地の1,,,
3943,医療機関,安田歯科,771-1701,阿波市阿波町大原93番地の1,,,
3944,医療機関,矢田医院,779-3307,吉野川市川島町三ツ島字長塚346-2,,,
3945,医療機関,柳田歯科,772-0031,鳴門市大津町木津野字仲の越85-10,,,
3946,医療機関,矢野医院,771-1251,板野郡藍住町矢上字西160-102,,,
3947,医療機関,矢野診療所,770-0021,徳島市佐古一番町8-10,,,
3948,医療機関,八幡歯科医院,779-1102,阿南市羽ノ浦町宮倉日開元19番地の18,,,
3949,医療機関,山石歯科医院,775-0302,海部郡海陽町奥浦字一宇谷1-15,,,
3950,医療機関,山内歯科医院,770-0942,徳島市昭和町3丁目33-5,,,
3951,医療機関,山口歯科,779-3244,名西郡石井町浦庄字下浦368の1,,,
3952,医療機関,山口歯科クリニック,770-8003,徳島市津田本町4丁目2番5号,,,
3953,医療機関,やまぐちメンタルクリニック,770-0832,徳島市寺島本町東3丁目5-1　プライム5階,,,
3954,医療機関,やまざき歯科医院,770-0004,徳島市南田宮2丁目7-24,,,
3955,医療機関,山下医院,771-2501,三好郡東みよし町昼間3656,,,
3956,医療機関,山下耳鼻咽喉科クリニック,779-3403,吉野川市山川町堤外21番地の1,,,
3957,医療機関,山城クリニック,770-8054,徳島市山城町西1丁目182-3,,,
3958,医療機関,山城診療所,779-5303,三好市山城町下川545-5,,,
3959,医療機関,山田眼科,770-0844,徳島市中通町2丁目31,,,
3960,医療機関,山田眼科藍住,771-1203,板野郡藍住町奥野字矢上前53-2,,,
3961,医療機関,山田外科内科,771-0207,板野郡北島町新喜来字南古田93-3,,,
3962,医療機関,山田こどもクリニック,779-3125,徳島市国府町早淵字池久保４１−１,,,
3963,医療機関,山田歯科医院,771-0220,板野郡松茂町広島字南の川39-5,,,
3964,医療機関,山田歯科医院,771-3310,名西郡神山町神領字中津63-5,,,
3965,医療機関,大和外科医院,778-0002,三好市池田町マチ2524-2,,,
3966,医療機関,山根眼科,771-1201,板野郡藍住町奥野字乾2-1,,,
3967,医療機関,山之内歯科・口腔外科,773-0001,小松島市小松島町字井利ノ口104番地,,,
